ultimateparentid,rssd,year,best_match,callReports_sample,summaryOfDeposits_sample,federalReserve_sample
13636,2045809,1995,0,1,0,0
13636,2045809,1996,0,1,0,0
13636,2045809,1997,0,1,0,0
13636,2045809,1998,0,1,0,0
13636,2045809,1999,0,1,0,0
13636,2045809,2000,0,1,0,0
13636,2045809,2001,0,1,0,0
13636,2045809,2002,0,1,0,0
13636,2045809,2003,0,1,0,0
13636,2045809,2004,0,1,0,0
13636,2045809,2005,0,1,0,0
13636,2045809,2006,0,1,0,0
150539,2047504,2014,1,1,1,1
150539,2047504,2015,1,1,1,1
13079,2060594,2001,0,1,1,0
18015,2066121,1998,0,1,0,0
18015,2066121,1999,0,1,0,0
18015,2066121,2002,0,1,0,0
18015,2066121,2003,0,1,0,0
18015,2066121,2004,0,1,0,0
18015,2066121,2005,0,1,0,0
18015,2066121,2006,0,1,0,0
29368,2074256,1996,1,1,1,0
121781,2078290,2007,1,1,1,1
121781,2078290,2008,1,1,1,1
121781,2078290,2010,1,1,1,1
121781,2078290,2011,1,1,1,1
121781,2078290,2014,1,1,1,1
121781,2078290,2015,1,1,1,1
35335,2108348,2015,0,1,1,0
102687,2119773,2012,1,1,1,1
102687,2119773,2013,1,1,1,1
102687,2119773,2015,1,1,1,1
125693,2121196,2008,0,1,1,1
125693,2121196,2009,0,1,1,1
125693,2121196,2010,0,1,1,1
125693,2121196,2011,0,1,1,1
125693,2121196,2012,0,1,1,1
115115,2121196,2013,0,1,1,1
6460,2129008,1995,1,1,1,1
17337,2129008,2005,0,1,1,1
17337,2129008,2006,0,1,1,1
17337,2129008,2007,0,1,1,1
17337,2129008,2008,0,1,1,1
17337,2129008,2009,0,1,1,1
17337,2129008,2010,0,1,1,1
17337,2129008,2011,0,1,1,1
17337,2129008,2012,0,1,1,1
17337,2129008,2013,0,1,1,1
133796,2132941,2010,1,1,1,1
133796,2132941,2011,1,1,1,1
133796,2132941,2012,1,1,1,1
29886,2142155,1996,1,1,1,1
29886,2142155,2005,1,1,1,1
29886,2142155,2013,1,1,1,1
29886,2142155,2014,1,1,1,1
29886,2142155,2015,1,1,1,1
92071,2146023,2002,0,1,1,1
92071,2146023,2005,0,1,1,1
92071,2146023,2013,0,1,1,1
92071,2146023,2015,0,1,1,1
143980,2164111,2013,1,1,1,1
20029,2210287,2000,0,1,0,0
20029,2210287,2007,0,1,0,0
22409,2239288,2006,0,1,1,1
22409,2239288,2007,0,1,1,1
22409,2239288,2008,0,1,1,1
22409,2239288,2010,0,1,1,1
22409,2239288,2011,0,1,1,1
22409,2239288,2012,0,1,1,1
22409,2239288,2013,0,1,1,1
22409,2239288,2014,0,1,1,1
22409,2239288,2015,0,1,1,1
92251,2281009,1995,1,1,0,0
92251,2281009,1996,1,1,0,0
92251,2281009,2009,1,1,0,0
92251,2281009,2010,1,1,0,0
92251,2281009,2011,1,1,0,0
92251,2281009,2012,1,1,0,0
6350,2286554,1995,0,1,1,0
6350,2286554,1996,0,1,1,0
6350,2286554,1998,0,1,1,0
6350,2286554,2005,0,1,1,0
6350,2286554,2010,0,1,1,0
6350,2286554,2011,0,1,1,0
86081,2301448,2001,1,1,1,0
101119,2319676,2004,1,1,1,1
101119,2319676,2005,1,1,1,1
101119,2319676,2006,1,1,1,1
101119,2319676,2007,1,1,1,1
101119,2319676,2009,1,1,1,1
90517,2331838,2002,1,1,1,0
90517,2331838,2004,1,1,1,0
90975,2333140,2002,1,1,1,1
26514,2333298,2000,0,1,1,1
26514,2333298,2001,0,1,1,1
26514,2333298,2002,0,1,1,1
26514,2333298,2003,1,1,1,1
26514,2333298,2004,1,1,1,1
26514,2333298,2005,1,1,1,1
26514,2333298,2006,1,1,1,1
26514,2333298,2007,1,1,1,1
26514,2333298,2008,1,1,1,1
26514,2333298,2009,1,1,1,1
26514,2333298,2010,1,1,1,1
26514,2333298,2013,1,1,1,1
26514,2333298,2014,1,1,1,1
26514,2333298,2015,1,1,1,1
129841,2339900,2009,1,1,1,1
129841,2339900,2012,1,1,1,1
115590,2340193,1999,0,1,1,0
19525,2340193,2002,0,1,1,0
115590,2340193,2004,0,1,1,0
115590,2340193,2005,0,1,1,0
115590,2340193,2006,0,1,1,0
35681,2349664,2000,0,1,0,0
92071,2352235,2002,0,1,1,0
92071,2352235,2005,0,1,1,0
92071,2352235,2013,0,1,1,0
92071,2352235,2015,0,1,0,0
113122,2352815,2006,1,1,1,0
133114,2358769,2010,1,1,1,1
141430,2372774,2012,1,1,1,1
141430,2372774,2013,1,1,1,1
40176,2382308,2001,1,1,1,1
39067,2388917,2000,1,1,1,0
39067,2388917,2001,1,1,1,0
28883,2389763,1997,1,1,1,1
101488,2390929,2004,1,1,1,1
22947,2398701,2000,1,1,1,1
22947,2398701,2001,1,1,1,1
22947,2398701,2002,1,1,1,1
22947,2398701,2003,1,1,1,1
79745,2398701,2007,1,1,1,1
79745,2398701,2011,1,1,1,1
79745,2398701,2012,1,1,1,1
79745,2398701,2013,1,1,1,1
79745,2398701,2014,1,1,1,1
79745,2398701,2015,1,1,1,1
22237,2403119,2008,1,1,0,1
14626,2409960,1996,0,1,1,0
120374,2434113,2008,1,1,1,1
1433,2452603,1998,0,1,0,0
32659,2489542,1999,1,1,1,0
157882,2506757,2015,1,1,1,1
90371,2507848,1999,1,1,1,0
90371,2507848,2000,1,1,1,0
17337,2523295,1999,0,1,0,0
17337,2523295,2000,0,1,0,0
17337,2523295,2001,0,1,0,0
17337,2523295,2002,0,1,0,0
17337,2523316,1999,0,1,0,0
17337,2523316,2000,0,1,0,0
17337,2523316,2001,0,1,0,0
17337,2523316,2002,0,1,0,0
127943,2531469,1996,0,1,0,0
139115,2531469,1997,0,1,0,0
27293,2531469,1998,0,1,0,0
6350,2539960,1998,0,1,1,1
6350,2539960,2005,0,1,1,1
6350,2539960,2010,0,1,1,1
6350,2539960,2011,0,1,1,1
37266,2576134,2000,1,1,1,1
37266,2576134,2013,1,1,1,1
37266,2576134,2014,1,1,1,1
37266,2576134,2015,1,1,1,1
103192,2576143,2004,1,1,1,1
103192,2576143,2005,1,1,1,1
29391,2576433,1997,0,1,0,0
97281,2602220,2003,0,1,1,0
34387,2608790,1999,1,1,1,1
19176,2614009,1998,0,1,0,0
19176,2614009,2000,0,1,0,0
19176,2614009,2001,0,1,0,0
19176,2614009,2002,0,1,0,0
19176,2614009,2003,0,1,0,0
19176,2614009,2004,0,1,0,0
19176,2614009,2005,0,1,0,0
19176,2614009,2006,0,1,0,0
30255,2618801,1998,0,1,0,0
30255,2618801,1999,0,1,0,0
30255,2618801,2000,0,1,0,0
30255,2618801,2001,0,1,0,0
30255,2618801,2002,0,1,0,0
30255,2618801,2003,0,1,0,0
30255,2618801,2004,0,1,0,0
30255,2618801,2005,0,1,0,0
30255,2618801,2006,0,1,0,0
30255,2618801,2007,0,1,0,0
30255,2618801,2008,0,1,0,0
30255,2618801,2009,0,1,0,0
30255,2618801,2010,0,1,0,0
30255,2618801,2011,0,1,0,0
30255,2618801,2012,0,1,0,0
30255,2618801,2013,0,1,0,0
30255,2618801,2014,0,1,0,0
161093,2618801,2015,0,1,0,0
82959,2626815,2000,0,1,1,0
94428,2643438,2003,1,1,1,1
94428,2643438,2004,1,1,1,1
94428,2643438,2005,1,1,1,1
94428,2643438,2006,1,1,1,1
94428,2643438,2007,1,1,1,1
94428,2643438,2008,1,1,1,1
101118,2646523,2004,1,1,1,0
101118,2646523,2005,1,1,1,0
142915,2654911,2012,1,1,1,1
5861,2667911,2002,0,1,1,0
9602,2685241,2012,1,1,0,0
92010,2686211,2001,1,1,1,1
92010,2686211,2002,1,1,1,1
92010,2686211,2006,1,1,1,1
32801,2686453,1999,0,1,1,0
6350,2687133,1998,0,1,0,1
6350,2687133,2005,0,1,1,1
6350,2687133,2010,0,1,1,1
6350,2687133,2011,0,1,1,1
25252,2688390,2005,1,1,1,0
25252,2688390,2006,1,1,1,0
146444,2696555,2015,1,1,0,0
3198,2705895,2012,1,1,1,1
133124,2713920,2008,0,1,1,1
133124,2713920,2010,0,1,1,1
133124,2713920,2011,0,1,1,1
133124,2713920,2012,0,1,1,1
133124,2713920,2013,0,1,1,1
133124,2713920,2014,0,1,1,1
133124,2713920,2015,0,1,1,1
84958,2714570,2001,1,1,1,1
127397,2719427,2011,0,1,1,1
127397,2719427,2012,0,1,1,1
127397,2719427,2013,0,1,1,1
127397,2719427,2015,0,1,1,1
105770,2721765,2007,1,1,1,0
89877,2727990,2000,0,1,1,1
89877,2727990,2001,0,1,1,1
89877,2727990,2002,0,1,1,1
89877,2727990,2003,0,1,1,1
89877,2727990,2005,0,1,1,1
89877,2727990,2006,0,1,1,1
89877,2727990,2008,0,1,1,1
89877,2727990,2009,0,1,1,1
146609,2730431,2015,1,1,1,1
6327,2733263,2002,1,1,1,1
6327,2733263,2004,1,1,1,1
6327,2733263,2005,1,1,1,1
6327,2733263,2010,1,1,1,1
125555,2736219,2008,1,1,1,1
36078,2738213,2000,0,1,0,0
36078,2738213,2001,0,1,0,0
36078,2738213,2002,0,1,0,0
36078,2738213,2003,0,1,0,0
36078,2738213,2004,0,1,0,0
36078,2738213,2005,0,1,0,0
36078,2738213,2006,0,1,0,0
36078,2738213,2007,0,1,0,0
36078,2738213,2008,0,1,0,0
36078,2738213,2009,0,1,0,0
36078,2738213,2010,0,1,0,0
36078,2738213,2011,0,1,0,0
36078,2738213,2012,0,1,0,0
36078,2738213,2013,0,1,0,0
36078,2738213,2014,0,1,0,0
36078,2738213,2015,0,1,0,0
151578,2743244,2014,1,1,1,1
151578,2743244,2015,1,1,1,1
124140,2744063,2013,1,1,1,0
124140,2744063,2014,0,1,0,0
38412,2745565,2000,1,1,1,0
139067,2746245,2012,0,1,1,1
91165,2753588,2002,0,1,1,0
144892,2756785,2013,1,1,1,0
157876,2757205,2015,1,1,1,1
15836,2761912,1999,1,1,1,0
15836,2761912,2000,1,1,1,0
15836,2761912,2001,1,1,1,0
15836,2761912,2002,1,1,1,0
15836,2761912,2003,1,1,1,0
15836,2761912,2004,1,1,1,0
15836,2761912,2005,1,1,1,0
15836,2761912,2006,1,1,1,0
15836,2761912,2007,1,1,1,0
15836,2761912,2008,1,1,1,0
15836,2761912,2009,1,1,1,0
15836,2761912,2010,1,1,1,0
15836,2761912,2011,1,1,1,0
15836,2761912,2012,1,1,1,0
91165,2769589,2002,0,1,1,1
59710,2785477,2003,1,1,1,1
144877,2798897,2013,1,1,1,0
6641,2824657,2003,1,1,1,0
37075,2826062,2000,1,1,0,0
92251,2845166,2000,1,1,0,1
92251,2845166,2001,1,1,1,1
92251,2845166,2002,1,1,1,1
92251,2845166,2003,1,1,1,1
92251,2845166,2004,1,1,1,1
92251,2845166,2005,1,1,1,1
92251,2845166,2006,1,1,1,1
92251,2845166,2007,1,1,1,1
92251,2845166,2008,1,1,1,1
89877,2846574,2006,0,1,0,0
1642,2847142,2001,0,1,1,1
1642,2847142,2007,0,1,1,1
1642,2847142,2009,0,1,1,1
95601,2847142,2010,1,1,1,1
1642,2847142,2011,0,1,1,1
1642,2847142,2012,0,1,1,1
1642,2847142,2014,0,1,1,1
113311,2854140,2006,1,1,1,0
148843,2855866,2014,1,1,1,1
102576,2855978,2004,1,1,1,1
121448,2856500,2007,1,1,1,0
95581,2858858,2005,0,1,1,0
95581,2858858,2006,0,1,1,0
92010,2860271,2001,1,1,1,1
92010,2860271,2002,1,1,1,1
92010,2860271,2006,1,1,1,1
9363,2863786,2000,0,1,0,0
9363,2863786,2001,0,1,0,0
9363,2863786,2002,0,1,0,0
9363,2863786,2003,0,1,0,0
9363,2863786,2004,0,1,0,0
9363,2863786,2005,0,1,0,0
9363,2863786,2006,0,1,0,0
9363,2863786,2007,0,1,0,0
9363,2863786,2008,0,1,0,0
9363,2863786,2009,0,1,0,0
9363,2863786,2010,0,1,0,0
9363,2863786,2011,0,1,0,0
9363,2863786,2012,0,1,0,0
9363,2863786,2013,0,1,0,0
9363,2863786,2014,0,1,0,0
9363,2863786,2015,0,1,0,0
121054,2867337,2007,0,1,1,1
121054,2867337,2010,0,1,1,1
121054,2867337,2012,0,1,1,1
121054,2867337,2013,0,1,1,1
121054,2867337,2014,0,1,1,1
121054,2867337,2015,0,1,1,1
6350,2869199,2005,0,1,1,1
6350,2869199,2010,0,1,1,1
6350,2869199,2011,0,1,1,1
40153,2907019,2014,1,1,1,1
40153,2907019,2015,1,1,1,1
127247,2907439,2010,1,1,1,1
127247,2907439,2011,1,1,1,1
127247,2907439,2012,1,1,1,1
127247,2907439,2013,1,1,1,1
127247,2907439,2015,0,1,1,1
116996,2912518,2007,0,1,0,0
116996,2912518,2008,0,1,0,0
116996,2912518,2009,0,1,0,0
116996,2912518,2010,0,1,0,0
116996,2912518,2011,0,1,0,0
116996,2912518,2012,0,1,0,0
116996,2912518,2013,0,1,0,0
116996,2912518,2014,0,1,0,0
116996,2912518,2015,0,1,0,0
115051,2913346,2006,1,1,1,1
38701,2914727,2004,1,1,1,1
20224,2920737,2002,1,1,1,1
137896,2925666,2012,1,1,1,1
150972,2929392,2014,1,1,1,1
158664,2936587,2015,1,1,0,1
136810,2938198,2011,1,1,1,1
136810,2938198,2014,1,1,1,1
136810,2938198,2015,1,1,1,1
86624,2942690,2002,1,1,1,1
86624,2942690,2003,1,1,1,1
86624,2942690,2004,1,1,1,1
86624,2942690,2006,1,1,1,1
86624,2942690,2007,1,1,1,1
86624,2942690,2008,1,1,1,1
86624,2942690,2009,1,1,1,1
86624,2942690,2011,1,1,1,1
86624,2942690,2014,1,1,1,1
86624,2942690,2015,1,1,1,1
87091,2957667,2006,1,1,1,0
101490,2960742,2004,1,1,1,0
120466,2970657,2007,1,1,1,1
7852,3006496,2001,0,1,0,0
7852,3006496,2002,0,1,0,0
7852,3006496,2003,0,1,0,0
7852,3006496,2004,0,1,0,0
7852,3006496,2005,0,1,0,0
7852,3006496,2006,0,1,0,0
7852,3006496,2007,0,1,0,0
26514,3022281,2002,0,1,1,0
26514,3022281,2003,1,1,1,0
120974,3029589,2013,1,1,1,1
120974,3029589,2014,1,1,1,1
120974,3029589,2015,1,1,1,1
106570,3030697,2005,1,1,1,0
98690,3030969,2004,1,1,1,1
114936,3034695,2013,1,1,1,1
90975,3037874,2002,1,1,1,0
21271,3057470,2014,0,1,0,0
21271,3057470,2015,0,1,0,0
153101,3057818,2015,1,1,1,1
101489,3103591,2004,0,1,1,1
102959,3109584,2004,1,1,1,0
81677,3118447,2003,1,1,1,1
141430,3134250,2012,0,1,1,0
141430,3134250,2013,0,1,1,0
82959,3134698,2015,0,1,1,1
124016,3141726,2008,1,1,1,1
34190,3151042,2003,0,1,0,0
34190,3151042,2004,0,1,0,0
34190,3151042,2005,0,1,0,0
34190,3151042,2006,0,1,0,0
34190,3151042,2007,0,1,0,0
34190,3151042,2008,0,1,0,0
95830,3151417,2003,1,1,0,1
34190,3152094,2002,1,1,0,0
34190,3152094,2003,1,1,0,0
34190,3152094,2004,1,1,0,0
34190,3152094,2005,1,1,0,0
34190,3152094,2006,1,1,0,0
34190,3152094,2007,1,1,0,0
34190,3152094,2008,1,1,0,0
34190,3152094,2009,1,1,0,0
34190,3152094,2010,0,1,0,0
34190,3152094,2011,0,1,0,0
34190,3152094,2012,0,1,0,0
89877,3155134,2002,0,1,0,0
89877,3155134,2003,0,1,1,0
89877,3155134,2005,0,1,1,0
143981,3174920,2012,0,1,1,1
143981,3174920,2014,0,1,1,1
142427,3187630,2012,0,1,1,1
142427,3187630,2013,0,1,1,1
142427,3187630,2014,0,1,1,1
142427,3187630,2015,0,1,1,1
6212,3198421,2012,1,1,1,0
89877,3214077,2003,0,1,0,0
89877,3214077,2005,0,1,1,0
89877,3214077,2006,0,1,1,0
159823,3216017,2015,1,1,1,1
33003,3225091,2010,0,1,0,0
139067,3227442,2012,1,1,1,0
113593,3250114,2007,0,1,1,1
14492,3267185,2006,1,1,1,0
109028,3277876,2005,1,1,1,1
105906,3278387,2007,1,1,1,0
95601,3284780,2010,1,1,1,0
95601,3284780,2011,1,1,1,0
155610,3288452,2015,1,1,1,1
89877,3303476,2005,0,1,1,1
89877,3303476,2006,0,1,1,1
89877,3303476,2008,0,1,1,1
89877,3303476,2009,0,1,1,1
115590,3307410,2005,0,1,1,1
115590,3307410,2006,0,1,1,1
115590,3307410,2008,0,1,1,1
115590,3307410,2009,0,1,1,1
92071,3329663,2005,0,1,1,0
108263,3339046,2005,1,1,1,0
10148,3346633,2013,0,1,1,1
141097,3356191,2012,1,1,1,1
141097,3356191,2013,1,1,1,1
141097,3356191,2015,1,1,1,1
105114,3363920,2006,0,1,1,0
105114,3363920,2007,0,1,1,0
105114,3363957,2006,0,1,1,0
105114,3363957,2007,1,1,1,0
10473,3367067,2006,1,1,1,0
144084,3375080,2012,1,1,1,0
128734,3376461,2009,1,1,1,1
95601,3383599,2010,1,1,1,1
95601,3383599,2011,1,1,1,1
158783,3386536,2015,1,1,1,1
147578,3389313,2013,1,1,1,0
126335,3417319,2008,1,1,1,0
21624,3429059,2009,0,1,1,0
21624,3429059,2010,0,1,1,0
21624,3429059,2011,0,1,1,0
21624,3429059,2012,0,1,1,0
21624,3429059,2013,0,1,1,0
21624,3429059,2015,0,1,1,0
94428,3435948,2011,0,1,1,1
94428,3435948,2012,0,1,1,1
30255,3446467,2006,0,1,0,0
30255,3446467,2007,0,1,0,0
30255,3446467,2008,0,1,0,0
30255,3446467,2009,0,1,0,0
30255,3446467,2010,0,1,0,0
30255,3446467,2011,0,1,0,0
30255,3446467,2012,0,1,0,0
30255,3446467,2013,0,1,0,0
30255,3446467,2014,0,1,0,0
161093,3446467,2015,0,1,0,0
103242,3448162,2012,1,1,1,1
95601,3455227,2010,1,1,1,1
95601,3455227,2011,1,1,1,1
131619,3470985,2010,1,1,1,0
131619,3470985,2015,1,1,1,0
122395,3475083,2007,1,1,1,1
122395,3475083,2008,1,1,1,1
122395,3475083,2009,1,1,1,1
122395,3475083,2010,1,1,1,1
122395,3475083,2011,1,1,1,1
122395,3475083,2012,1,1,1,1
122395,3475083,2013,1,1,1,1
122395,3475083,2014,1,1,1,1
122395,3475083,2015,1,1,1,1
131936,3487518,2011,1,1,1,1
131936,3487518,2013,1,1,1,1
131936,3487518,2014,1,1,1,1
131936,3487518,2015,1,1,1,1
129839,3517590,2009,1,1,1,1
136703,3532641,2011,1,1,1,1
136703,3532641,2013,1,1,1,1
123916,3547131,2008,1,1,1,1
141430,3557895,2012,0,1,1,0
141430,3557895,2013,0,1,1,0
36644,3561771,2010,1,1,1,1
36644,3561771,2015,1,1,1,1
149546,3594005,2014,1,1,1,1
149546,3594005,2015,1,1,1,1
144321,3595271,2013,1,1,1,1
109467,3597033,2015,0,1,0,0
141221,3597239,2012,1,1,1,0
150796,3614846,2014,1,1,1,1
157446,3619216,2015,1,1,1,1
148326,3686928,2013,1,1,1,1
126821,3715444,2008,1,1,0,1
126821,3715444,2009,1,1,1,1
126821,3715444,2010,1,1,1,1
126821,3715444,2011,1,1,1,1
126821,3715444,2012,1,1,1,1
126821,3715444,2014,1,1,1,1
126821,3715444,2015,1,1,1,1
40001,3806100,2008,1,1,0,1
40001,3806100,2009,1,1,1,1
40001,3806100,2010,1,1,1,1
40001,3806100,2011,1,1,1,1
40001,3806100,2012,1,1,1,1
40001,3806100,2013,1,1,1,1
134696,3809446,2011,1,1,1,0
23621,3927591,2009,0,1,0,0
23621,3927591,2010,0,1,0,0
23621,3927591,2011,0,1,0,0
23621,3927591,2013,0,1,0,0
23621,3927591,2014,0,1,0,0
23621,3927591,2015,0,1,0,0
139643,3939062,2009,0,1,0,0
139643,3939062,2010,0,1,0,0
139643,3939062,2011,0,1,0,0
139643,3939062,2012,0,1,0,0
139643,3939062,2013,0,1,0,0
139643,3939062,2014,0,1,0,0
139643,3939062,2015,0,1,0,0
136341,3967449,2011,1,1,1,0
136341,3967449,2012,1,1,1,0
136341,3967449,2013,1,1,1,0
136341,3967449,2014,1,1,1,0
136341,3967449,2015,1,1,1,0
93992,4114567,2010,1,1,0,1
93992,4114567,2011,1,1,1,1
93992,4114567,2012,1,1,1,1
93992,4114567,2013,1,1,1,1
93992,4114567,2014,1,1,1,1
93992,4114567,2015,1,1,1,1
36078,4175764,2010,0,1,0,0
153542,4184186,2014,1,1,1,1
92674,4203911,2010,1,1,0,0
109703,4210227,2011,1,1,1,1
142311,4232881,2012,1,1,1,1
142311,4232881,2013,1,1,1,1
142311,4232881,2014,1,1,1,1
142311,4232881,2015,1,1,1,1
137815,4262534,2012,1,1,1,1
137815,4262534,2013,1,1,1,1
137815,4262534,2014,1,1,1,1
137815,4262534,2015,1,1,1,1
146453,4262543,2012,1,1,1,0
146453,4262543,2013,1,1,1,0
146453,4262543,2014,1,1,1,0
146453,4262543,2015,1,1,1,0
134884,4393559,2012,0,1,0,0
101751,4393559,2013,1,1,0,0
13772,4455466,2012,0,1,0,0
13772,4455466,2013,0,1,0,0
13772,4455466,2014,0,1,0,0
13772,4455466,2015,0,1,0,0
7904,4461515,2012,0,1,0,0
7904,4461515,2013,0,1,0,0
7904,4461515,2014,0,1,0,0
7904,4461515,2015,0,1,0,0
10112,4726054,2015,0,1,0,0
64595,0,2000,1,0,0,0
26668,0,2000,1,0,0,0
36227,0,2000,1,0,0,0
22731,0,2000,1,0,0,0
13029,0,2000,1,0,0,0
23791,0,2000,1,0,0,0
147585,0,2000,1,0,0,0
28946,0,2000,1,0,0,0
92934,0,2000,1,0,0,0
17807,0,2000,1,0,0,0
30307,0,2000,1,0,0,0
41009,0,2000,1,0,0,0
34664,0,2000,1,0,0,0
83797,0,2000,1,0,0,0
83796,0,2000,1,0,0,0
34446,0,2000,1,0,0,0
83811,0,2000,1,0,0,0
22278,0,2000,1,0,0,0
35713,0,2000,1,0,0,0
29428,0,2000,1,0,0,0
101371,0,2000,1,0,0,0
32771,0,2000,1,0,0,0
7082,0,2000,1,0,0,0
34007,0,2000,1,0,0,0
25017,0,2000,1,0,0,0
28177,0,2000,1,0,0,0
37602,0,2000,1,0,0,0
40135,0,2000,1,0,0,0
86201,0,2000,1,0,0,0
93114,0,2000,1,0,0,0
28121,0,2000,1,0,0,0
113442,0,2000,1,0,0,0
28197,0,2000,1,0,0,0
40310,0,2000,1,0,0,0
32776,0,2000,1,0,0,0
153006,0,2000,1,0,0,0
11120,0,2000,1,0,0,0
39118,0,2000,1,0,0,0
36535,0,2000,1,0,0,0
16546,0,2000,1,0,0,0
33683,0,2000,1,0,0,0
55666,0,2000,1,0,0,0
130462,0,2000,1,0,0,0
28119,0,2000,1,0,0,0
36584,0,2000,1,0,0,0
29209,0,2000,1,0,0,0
84761,0,2000,1,0,0,0
39696,0,2000,1,0,0,0
83536,0,2000,1,0,0,0
32754,0,2000,1,0,0,0
36626,0,2000,1,0,0,0
40189,0,2000,1,0,0,0
25397,0,2000,1,0,0,0
36430,0,2000,1,0,0,0
30167,0,2000,1,0,0,0
30213,0,2000,1,0,0,0
40305,0,2000,1,0,0,0
83790,0,2000,1,0,0,0
40304,0,2000,1,0,0,0
35300,0,2000,1,0,0,0
35662,0,2000,1,0,0,0
36666,0,2000,1,0,0,0
36431,0,2000,1,0,0,0
40338,0,2000,1,0,0,0
39792,0,2000,1,0,0,0
7223,0,2000,1,0,0,0
88154,0,2000,1,0,0,0
18227,0,2000,1,0,0,0
40497,0,2000,1,0,0,0
36523,0,2000,1,0,0,0
32490,0,2000,1,0,0,0
32778,0,2000,1,0,0,0
85768,0,2000,1,0,0,0
30342,0,2000,1,0,0,0
9346,0,2000,1,0,0,0
84784,0,2000,1,0,0,0
94751,0,2000,1,0,0,0
11306,0,2000,1,0,0,0
83788,0,2000,1,0,0,0
134884,0,2000,1,0,0,0
36415,0,2000,1,0,0,0
23077,0,2000,1,0,0,0
26079,0,2000,1,0,0,0
32997,0,2000,1,0,0,0
37870,0,2000,1,0,0,0
83777,0,2000,1,0,0,0
33869,0,2000,1,0,0,0
30455,0,2000,1,0,0,0
9834,0,2000,1,0,0,0
35135,0,2000,1,0,0,0
33416,0,2000,1,0,0,0
109972,0,2000,1,0,0,0
30934,0,2000,1,0,0,0
40756,0,2000,1,0,0,0
33950,0,2000,1,0,0,0
32396,0,2000,1,0,0,0
83773,0,2000,1,0,0,0
32718,0,2000,1,0,0,0
88727,0,2000,1,0,0,0
86318,0,2000,1,0,0,0
94609,0,2000,1,0,0,0
88891,0,2000,1,0,0,0
19808,0,2000,1,0,0,0
33287,0,2000,1,0,0,0
82898,0,2000,1,0,0,0
27087,0,2000,1,0,0,0
21635,0,2000,1,0,0,0
28118,0,2000,1,0,0,0
6382,0,2000,1,0,0,0
38471,0,2000,1,0,0,0
29349,0,2000,1,0,0,0
13102,0,2000,1,0,0,0
40291,0,2000,1,0,0,0
36402,0,2000,1,0,0,0
7208,0,2000,1,0,0,0
18016,0,2000,1,0,0,0
32630,0,2000,1,0,0,0
94648,0,2000,1,0,0,0
40506,0,2000,1,0,0,0
33149,0,2000,1,0,0,0
22384,0,2000,1,0,0,0
26965,0,2000,1,0,0,0
34452,0,2000,1,0,0,0
83542,0,2000,1,0,0,0
83473,0,2000,1,0,0,0
28125,0,2000,1,0,0,0
83779,0,2000,1,0,0,0
37915,0,2000,1,0,0,0
23976,0,2000,1,0,0,0
40351,0,2000,1,0,0,0
112165,0,2000,1,0,0,0
35843,0,2000,1,0,0,0
28880,0,2000,1,0,0,0
40266,0,2000,1,0,0,0
36367,0,2000,1,0,0,0
40753,0,2000,1,0,0,0
40191,0,2000,1,0,0,0
40281,0,2000,1,0,0,0
29903,0,2000,1,0,0,0
6556,0,2000,1,0,0,0
40303,0,2000,1,0,0,0
129003,0,2000,1,0,0,0
29395,0,2000,1,0,0,0
31292,0,2000,1,0,0,0
25155,0,2000,1,0,0,0
31946,0,2000,1,0,0,0
37160,0,2000,1,0,0,0
30224,0,2000,1,0,0,0
21127,0,2000,1,0,0,0
38470,0,2000,1,0,0,0
24449,0,2000,1,0,0,0
32491,0,2000,1,0,0,0
17594,0,2000,1,0,0,0
7053,0,2000,1,0,0,0
38469,0,2000,1,0,0,0
29682,0,2000,1,0,0,0
40308,0,2000,1,0,0,0
33544,0,2000,1,0,0,0
36419,0,2000,1,0,0,0
31945,0,2000,1,0,0,0
30819,0,2000,1,0,0,0
95890,0,2000,1,0,0,0
30291,0,2000,1,0,0,0
14644,0,2000,1,0,0,0
33684,0,2000,1,0,0,0
31900,0,2000,1,0,0,0
6192,0,2000,1,0,0,0
123599,0,2000,1,0,0,0
11465,0,2000,1,0,0,0
38459,0,2000,1,0,0,0
36427,0,2000,1,0,0,0
83775,0,2000,1,0,0,0
11307,0,2000,1,0,0,0
39791,0,2000,1,0,0,0
16716,0,2000,1,0,0,0
22475,0,2000,1,0,0,0
123929,0,2000,1,0,0,0
21160,0,2000,1,0,0,0
34048,0,2000,1,0,0,0
29158,0,2000,1,0,0,0
37600,0,2000,1,0,0,0
38468,0,2000,1,0,0,0
21660,0,2000,1,0,0,0
36473,0,2000,1,0,0,0
36397,0,2000,1,0,0,0
17715,0,2000,1,0,0,0
35645,0,2000,1,0,0,0
33680,0,2000,1,0,0,0
9993,0,2000,1,0,0,0
36400,0,2000,1,0,0,0
30936,0,2000,1,0,0,0
91262,0,2000,1,0,0,0
37476,0,2000,1,0,0,0
40588,0,2000,1,0,0,0
33223,0,2000,1,0,0,0
36347,0,2000,1,0,0,0
19963,0,2000,1,0,0,0
29900,0,2000,1,0,0,0
88045,0,2000,1,0,0,0
39302,0,2000,1,0,0,0
35604,0,2000,1,0,0,0
28511,0,2000,1,0,0,0
32021,0,2000,1,0,0,0
25947,0,2000,1,0,0,0
24946,0,2000,1,0,0,0
126321,0,2000,1,0,0,0
83798,0,2000,1,0,0,0
